warehouse_id,source_id,destination_id,time=0,time=1,time=2,time=3,time=4,time=5,time=6,time=7,time=8,time=9,time=10,time=11,time=12,time=13,time=14,time=15,time=16,time=17,time=18,time=19,time=20,time=21,time=22,time=23,time=24,time=25,time=26,time=27,time=28,time=29,time=30,time=31,time=32,time=33,time=34,time=35,time=36,time=37,time=38,time=39,time=40,time=41,time=42,time=43,time=44,time=45,time=46,time=47,time=48,time=49,time=50,time=51,time=52,time=53,time=54,time=55,time=56,time=57,time=58,time=59,time=60,time=61,time=62,time=63
3,14,13,"(39, 14)","(38, 14)","(38, 13)","(38, 12)","(38, 11)","(37, 11)","(36, 11)","(36, 10)","(36, 9)","(36, 8)","(36, 7)","(36, 6)","(36, 5)","(36, 4)","(35, 4)","(35, 5)","(35, 6)","(35, 7)","(35, 8)","(35, 9)","(34, 9)","(33, 9)","(32, 9)","(31, 9)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(4, 10)","(3, 10)","(3, 11)","(2, 11)","(1, 11)","(1, 12)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 15)","(38, 16)","(38, 17)","(38, 18)","(38, 19)","(38, 20)","(38, 21)","(37, 21)","(36, 21)","(35, 21)","(35, 22)","(35, 23)","(34, 23)","(33, 23)","(32, 23)","(31, 23)","(30, 23)","(30, 22)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(26, 18)","(25, 18)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(4, 13)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 13)","(38, 12)","(38, 11)","(38, 10)","(38, 9)","(38, 8)","(37, 8)","(36, 8)","(35, 8)","(35, 9)","(35, 10)","(35, 11)","(35, 12)","(34, 12)","(33, 12)","(32, 12)","(32, 13)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(28, 15)","(28, 16)","(28, 17)","(27, 17)","(26, 17)","(26, 16)","(26, 15)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(4, 13)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(37, 14)","(37, 15)","(37, 16)","(37, 17)","(37, 18)","(37, 19)","(37, 20)","(37, 21)","(37, 22)","(37, 23)","(37, 22)","(37, 21)","(37, 20)","(37, 19)","(36, 19)","(36, 18)","(36, 17)","(36, 16)","(35, 16)","(35, 15)","(35, 14)","(34, 14)","(33, 14)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(4, 13)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 15)","(38, 16)","(38, 17)","(37, 17)","(36, 17)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(34, 14)","(33, 14)","(33, 13)","(32, 13)","(31, 13)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(29, 8)","(28, 8)","(27, 8)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(22, 10)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(3, 9)","(2, 9)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 13)","(38, 12)","(38, 11)","(38, 10)","(38, 9)","(38, 8)","(38, 7)","(38, 6)","(38, 5)","(38, 4)","(37, 4)","(37, 5)","(37, 6)","(36, 6)","(35, 6)","(35, 7)","(35, 8)","(35, 9)","(34, 9)","(33, 9)","(32, 9)","(31, 9)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(3, 9)","(3, 10)","(3, 11)","(2, 11)","(1, 11)","(1, 12)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(37, 14)","(37, 15)","(37, 16)","(37, 17)","(37, 18)","(37, 19)","(36, 19)","(35, 19)","(34, 19)","(33, 19)","(32, 19)","(32, 20)","(31, 20)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(26, 18)","(25, 18)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(21, 13)","(21, 12)","(20, 12)","(20, 13)","(20, 14)","(19, 14)","(18, 14)","(18, 15)","(17, 15)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(4, 13)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 15)","(38, 16)","(38, 17)","(38, 18)","(38, 19)","(37, 19)","(36, 19)","(36, 20)","(36, 21)","(35, 21)","(35, 20)","(35, 19)","(35, 18)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(35, 13)","(34, 13)","(33, 13)","(32, 13)","(31, 13)","(30, 13)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(37, 14)","(37, 13)","(37, 12)","(36, 12)","(35, 12)","(35, 13)","(34, 13)","(33, 13)","(32, 13)","(31, 13)","(30, 13)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(27, 15)","(27, 16)","(27, 17)","(27, 18)","(27, 19)","(26, 19)","(25, 19)","(25, 18)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(22, 13)","(21, 13)","(20, 13)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(14, 13)","(13, 13)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(4, 13)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(37, 14)","(37, 15)","(36, 15)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(35, 11)","(35, 10)","(35, 9)","(34, 9)","(33, 9)","(32, 9)","(31, 9)","(30, 9)","(29, 9)","(28, 9)","(28, 8)","(28, 7)","(28, 6)","(28, 5)","(28, 6)","(28, 7)","(28, 8)","(27, 8)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(3, 9)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(37, 14)","(36, 14)","(36, 15)","(36, 16)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(35, 20)","(35, 21)","(34, 21)","(33, 21)","(33, 22)","(33, 23)","(32, 23)","(31, 23)","(31, 22)","(30, 22)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(26, 18)","(26, 17)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 13)","(38, 12)","(38, 11)","(38, 10)","(38, 9)","(38, 8)","(38, 7)","(38, 6)","(38, 5)","(38, 4)","(37, 4)","(37, 5)","(36, 5)","(36, 6)","(35, 6)","(35, 7)","(35, 8)","(35, 9)","(34, 9)","(33, 9)","(32, 9)","(31, 9)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(4, 10)","(4, 11)","(3, 11)","(3, 12)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 13)","(37, 13)","(37, 14)","(37, 15)","(37, 16)","(37, 17)","(37, 18)","(37, 19)","(37, 20)","(37, 21)","(36, 21)","(35, 21)","(34, 21)","(34, 22)","(34, 21)","(34, 20)","(33, 20)","(32, 20)","(31, 20)","(31, 19)","(30, 19)","(29, 19)","(29, 18)","(28, 18)","(28, 17)","(28, 16)","(27, 16)","(27, 15)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(4, 13)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 15)","(37, 15)","(36, 15)","(36, 14)","(36, 13)","(35, 13)","(35, 14)","(35, 15)","(35, 16)","(35, 17)","(35, 18)","(35, 19)","(35, 20)","(34, 20)","(33, 20)","(32, 20)","(31, 20)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(26, 18)","(26, 17)","(26, 16)","(26, 15)","(26, 14)","(25, 14)","(24, 14)","(24, 13)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(2, 14)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 15)","(38, 16)","(38, 17)","(37, 17)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(35, 20)","(35, 21)","(35, 22)","(34, 22)","(34, 21)","(33, 21)","(33, 20)","(32, 20)","(31, 20)","(30, 20)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(28, 18)","(28, 17)","(27, 17)","(27, 16)","(26, 16)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(2, 14)","(1, 14)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(37, 14)","(37, 15)","(37, 16)","(37, 17)","(37, 18)","(37, 19)","(37, 20)","(37, 21)","(37, 22)","(37, 23)","(37, 22)","(37, 21)","(36, 21)","(36, 20)","(35, 20)","(34, 20)","(33, 20)","(32, 20)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(25, 18)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 15)","(38, 16)","(38, 17)","(38, 18)","(38, 19)","(38, 20)","(38, 21)","(38, 22)","(38, 23)","(37, 23)","(37, 22)","(37, 21)","(36, 21)","(36, 20)","(35, 20)","(34, 20)","(34, 19)","(33, 19)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(28, 18)","(28, 17)","(27, 17)","(26, 17)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(2, 14)","(1, 14)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(37, 14)","(37, 15)","(37, 16)","(37, 17)","(37, 18)","(36, 18)","(35, 18)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(34, 12)","(34, 13)","(34, 14)","(33, 14)","(33, 13)","(33, 12)","(33, 11)","(32, 11)","(32, 12)","(31, 12)","(31, 13)","(30, 13)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(4, 13)","(3, 13)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 15)","(38, 16)","(38, 17)","(38, 18)","(38, 19)","(37, 19)","(36, 19)","(36, 20)","(35, 20)","(34, 20)","(34, 21)","(34, 22)","(34, 23)","(34, 22)","(34, 21)","(33, 21)","(32, 21)","(32, 20)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(28, 18)","(27, 18)","(26, 18)","(25, 18)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(2, 14)","(2, 13)","(1, 13)","(0, 13)",,,,,
3,14,13,"(39, 14)","(38, 14)","(38, 13)","(38, 12)","(37, 12)","(36, 12)","(36, 13)","(35, 13)","(34, 13)","(34, 14)","(33, 14)","(32, 14)","(31, 14)","(30, 14)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(26, 8)","(25, 8)","(25, 7)","(25, 6)","(25, 7)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(3, 9)","(2, 9)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(0, 13)",,,,,
