warehouse_id,source_id,destination_id,time=0,time=1,time=2,time=3,time=4,time=5,time=6,time=7,time=8,time=9,time=10,time=11,time=12,time=13,time=14,time=15,time=16,time=17,time=18,time=19,time=20,time=21,time=22,time=23,time=24,time=25,time=26,time=27,time=28,time=29,time=30,time=31,time=32,time=33,time=34,time=35,time=36,time=37,time=38,time=39,time=40,time=41,time=42,time=43,time=44,time=45,time=46,time=47,time=48,time=49,time=50,time=51,time=52,time=53,time=54,time=55,time=56,time=57,time=58,time=59,time=60,time=61,time=62,time=63,time=64,time=65,time=66,time=67,time=68,time=69,time=70,time=71,time=72,time=73,time=74,time=75,time=76,time=77,time=78,time=79
3,21,32,"(39, 21)","(38, 21)","(38, 22)","(37, 22)","(37, 21)","(37, 20)","(37, 19)","(37, 18)","(37, 17)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(34, 19)","(33, 19)","(32, 19)","(31, 19)","(30, 19)","(30, 20)","(30, 21)","(30, 22)","(30, 23)","(30, 24)","(29, 24)","(28, 24)","(27, 24)","(26, 24)","(25, 24)","(25, 25)","(25, 26)","(25, 27)","(25, 28)","(25, 29)","(24, 29)","(23, 29)","(23, 30)","(23, 31)","(23, 32)","(23, 33)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(19, 35)","(19, 36)","(19, 37)","(18, 37)","(17, 37)","(17, 36)","(17, 35)","(17, 34)","(16, 34)","(16, 35)","(16, 36)","(15, 36)","(15, 35)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(8, 34)","(7, 34)","(6, 34)","(5, 34)","(4, 34)","(4, 33)","(3, 33)","(3, 32)","(2, 32)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(37, 21)","(37, 22)","(36, 22)","(36, 21)","(35, 21)","(34, 21)","(33, 21)","(32, 21)","(31, 21)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(29, 18)","(28, 18)","(27, 18)","(27, 17)","(26, 17)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(21, 13)","(21, 12)","(21, 11)","(21, 10)","(20, 10)","(20, 11)","(20, 12)","(20, 13)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(17, 15)","(16, 15)","(16, 16)","(16, 17)","(15, 17)","(15, 18)","(15, 19)","(14, 19)","(13, 19)","(13, 20)","(12, 20)","(11, 20)","(10, 20)","(10, 21)","(10, 22)","(10, 23)","(10, 24)","(9, 24)","(9, 25)","(9, 26)","(8, 26)","(7, 26)","(7, 27)","(6, 27)","(5, 27)","(4, 27)","(4, 28)","(4, 29)","(4, 30)","(4, 31)","(3, 31)","(3, 32)","(2, 32)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 22)","(38, 23)","(38, 24)","(38, 25)","(37, 25)","(37, 26)","(36, 26)","(36, 27)","(35, 27)","(35, 28)","(35, 29)","(35, 30)","(35, 31)","(35, 32)","(35, 33)","(35, 34)","(35, 35)","(35, 36)","(35, 37)","(35, 38)","(35, 39)","(34, 39)","(33, 39)","(32, 39)","(31, 39)","(30, 39)","(29, 39)","(28, 39)","(27, 39)","(26, 39)","(25, 39)","(24, 39)","(23, 39)","(22, 39)","(21, 39)","(20, 39)","(19, 39)","(18, 39)","(17, 39)","(16, 39)","(16, 38)","(15, 38)","(15, 37)","(15, 36)","(15, 35)","(15, 34)","(14, 34)","(14, 33)","(13, 33)","(12, 33)","(11, 33)","(10, 33)","(10, 32)","(10, 31)","(10, 30)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(5, 28)","(5, 27)","(4, 27)","(3, 27)","(3, 28)","(3, 29)","(3, 30)","(2, 30)","(1, 30)","(1, 31)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 20)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(38, 12)","(37, 12)","(36, 12)","(35, 12)","(34, 12)","(34, 11)","(34, 10)","(34, 9)","(34, 10)","(33, 10)","(33, 11)","(32, 11)","(32, 12)","(32, 13)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(29, 15)","(28, 15)","(28, 16)","(28, 17)","(27, 17)","(26, 17)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(23, 19)","(23, 20)","(22, 20)","(21, 20)","(21, 21)","(21, 22)","(20, 22)","(20, 23)","(20, 24)","(19, 24)","(19, 25)","(19, 26)","(19, 27)","(18, 27)","(17, 27)","(16, 27)","(15, 27)","(15, 28)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(4, 29)","(3, 29)","(3, 30)","(3, 31)","(2, 31)","(2, 32)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 20)","(38, 19)","(37, 19)","(36, 19)","(35, 19)","(34, 19)","(33, 19)","(33, 20)","(33, 21)","(33, 22)","(33, 23)","(33, 24)","(32, 24)","(32, 23)","(32, 22)","(32, 21)","(32, 20)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(28, 18)","(28, 17)","(28, 16)","(28, 15)","(28, 14)","(28, 15)","(27, 15)","(27, 16)","(26, 16)","(25, 16)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(24, 20)","(23, 20)","(23, 21)","(22, 21)","(22, 22)","(21, 22)","(20, 22)","(20, 23)","(20, 24)","(19, 24)","(19, 25)","(19, 26)","(18, 26)","(18, 27)","(17, 27)","(17, 28)","(16, 28)","(15, 28)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(4, 29)","(3, 29)","(2, 29)","(2, 30)","(2, 31)","(1, 31)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(37, 21)","(37, 20)","(37, 19)","(37, 18)","(37, 17)","(37, 16)","(37, 15)","(37, 14)","(37, 13)","(37, 12)","(37, 11)","(37, 10)","(37, 9)","(37, 10)","(37, 11)","(36, 11)","(36, 12)","(35, 12)","(35, 13)","(34, 13)","(33, 13)","(33, 14)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(26, 15)","(26, 16)","(25, 16)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(23, 19)","(23, 20)","(23, 21)","(22, 21)","(21, 21)","(20, 21)","(20, 22)","(20, 23)","(20, 24)","(19, 24)","(18, 24)","(18, 25)","(18, 26)","(18, 27)","(18, 28)","(17, 28)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(4, 29)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(2, 32)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 20)","(38, 19)","(38, 18)","(38, 17)","(37, 17)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(35, 20)","(35, 21)","(35, 22)","(35, 23)","(35, 24)","(35, 25)","(35, 26)","(35, 27)","(35, 28)","(35, 29)","(34, 29)","(33, 29)","(32, 29)","(31, 29)","(30, 29)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(25, 29)","(25, 28)","(25, 27)","(25, 26)","(25, 25)","(25, 24)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(20, 24)","(20, 23)","(20, 22)","(20, 21)","(20, 22)","(20, 23)","(20, 24)","(19, 24)","(19, 25)","(18, 25)","(18, 26)","(17, 26)","(16, 26)","(15, 26)","(15, 27)","(15, 28)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(4, 29)","(3, 29)","(3, 30)","(2, 30)","(1, 30)","(1, 31)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 20)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(38, 12)","(38, 11)","(38, 10)","(38, 9)","(37, 9)","(37, 10)","(37, 11)","(37, 12)","(37, 13)","(37, 14)","(37, 15)","(36, 15)","(35, 15)","(35, 16)","(35, 17)","(35, 18)","(35, 19)","(34, 19)","(34, 20)","(34, 21)","(33, 21)","(32, 21)","(31, 21)","(31, 22)","(31, 23)","(30, 23)","(30, 24)","(29, 24)","(29, 25)","(28, 25)","(27, 25)","(27, 26)","(26, 26)","(26, 27)","(25, 27)","(25, 28)","(25, 29)","(24, 29)","(23, 29)","(22, 29)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(4, 29)","(4, 30)","(3, 30)","(3, 31)","(3, 32)","(2, 32)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 22)","(38, 23)","(38, 24)","(37, 24)","(36, 24)","(36, 23)","(35, 23)","(35, 24)","(35, 25)","(35, 26)","(35, 27)","(35, 28)","(35, 29)","(35, 30)","(35, 31)","(35, 32)","(35, 33)","(34, 33)","(33, 33)","(32, 33)","(31, 33)","(30, 33)","(30, 32)","(30, 31)","(30, 30)","(30, 29)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(25, 29)","(24, 29)","(23, 29)","(22, 29)","(22, 30)","(21, 30)","(20, 30)","(20, 31)","(20, 32)","(20, 33)","(20, 34)","(19, 34)","(18, 34)","(18, 35)","(18, 36)","(17, 36)","(16, 36)","(15, 36)","(15, 37)","(15, 38)","(15, 39)","(14, 39)","(13, 39)","(12, 39)","(11, 39)","(10, 39)","(9, 39)","(8, 39)","(7, 39)","(6, 39)","(5, 39)","(5, 38)","(5, 37)","(5, 36)","(5, 35)","(5, 34)","(4, 34)","(4, 33)","(3, 33)","(2, 33)","(2, 32)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 20)","(38, 19)","(38, 18)","(37, 18)","(36, 18)","(35, 18)","(35, 19)","(35, 20)","(35, 21)","(35, 22)","(35, 23)","(34, 23)","(33, 23)","(32, 23)","(31, 23)","(30, 23)","(30, 24)","(29, 24)","(29, 25)","(29, 26)","(29, 27)","(29, 28)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(25, 29)","(24, 29)","(23, 29)","(23, 30)","(23, 31)","(22, 31)","(21, 31)","(21, 30)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(11, 30)","(11, 31)","(10, 31)","(10, 32)","(10, 33)","(10, 34)","(9, 34)","(8, 34)","(7, 34)","(6, 34)","(5, 34)","(4, 34)","(4, 35)","(4, 36)","(4, 37)","(3, 37)","(3, 38)","(3, 39)","(2, 39)","(2, 38)","(2, 37)","(2, 36)","(2, 35)","(2, 34)","(2, 33)","(1, 33)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(37, 21)","(37, 20)","(36, 20)","(36, 19)","(35, 19)","(34, 19)","(33, 19)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(27, 18)","(27, 17)","(27, 16)","(27, 15)","(27, 14)","(26, 14)","(25, 14)","(25, 15)","(25, 16)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(23, 19)","(23, 20)","(23, 21)","(22, 21)","(21, 21)","(21, 20)","(21, 19)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(13, 20)","(13, 21)","(13, 22)","(13, 23)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(5, 25)","(4, 25)","(3, 25)","(3, 24)","(3, 23)","(3, 22)","(3, 23)","(3, 24)","(3, 25)","(3, 26)","(2, 26)","(2, 27)","(2, 28)","(2, 29)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(37, 21)","(36, 21)","(36, 22)","(36, 23)","(36, 24)","(36, 25)","(36, 26)","(36, 27)","(36, 28)","(36, 29)","(35, 29)","(34, 29)","(34, 30)","(34, 31)","(34, 32)","(34, 33)","(34, 34)","(33, 34)","(32, 34)","(32, 33)","(32, 32)","(32, 31)","(32, 30)","(32, 29)","(31, 29)","(30, 29)","(29, 29)","(28, 29)","(28, 28)","(28, 27)","(28, 26)","(28, 25)","(28, 24)","(27, 24)","(26, 24)","(26, 25)","(26, 26)","(26, 27)","(26, 28)","(26, 29)","(25, 29)","(24, 29)","(23, 29)","(23, 30)","(23, 31)","(23, 30)","(23, 29)","(22, 29)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(4, 29)","(4, 30)","(4, 31)","(3, 31)","(3, 32)","(2, 32)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 22)","(38, 23)","(38, 24)","(38, 25)","(37, 25)","(36, 25)","(35, 25)","(35, 26)","(35, 27)","(35, 28)","(35, 29)","(34, 29)","(33, 29)","(32, 29)","(32, 30)","(32, 31)","(32, 32)","(32, 33)","(31, 33)","(30, 33)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(23, 33)","(23, 32)","(23, 31)","(22, 31)","(21, 31)","(21, 32)","(21, 33)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(17, 35)","(17, 36)","(17, 37)","(17, 38)","(16, 38)","(15, 38)","(15, 37)","(15, 36)","(15, 35)","(15, 34)","(14, 34)","(13, 34)","(13, 33)","(13, 32)","(12, 32)","(11, 32)","(11, 33)","(11, 34)","(10, 34)","(10, 33)","(10, 34)","(9, 34)","(8, 34)","(7, 34)","(6, 34)","(5, 34)","(4, 34)","(3, 34)","(3, 33)","(3, 32)","(2, 32)","(1, 32)","(0, 32)",,,,,
3,21,32,"(39, 21)","(38, 21)","(38, 22)","(37, 22)","(37, 21)","(37, 20)","(37, 19)","(37, 18)","(37, 17)","(37, 16)","(37, 15)","(36, 15)","(35, 15)","(35, 14)","(34, 14)","(33, 14)","(32, 14)","(32, 13)","(32, 12)","(31, 12)","(31, 13)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(28, 15)","(28, 16)","(27, 16)","(26, 16)","(25, 16)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(22, 20)","(22, 21)","(22, 22)","(22, 23)","(22, 24)","(21, 24)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(10, 23)","(10, 22)","(10, 23)","(10, 24)","(9, 24)","(9, 25)","(9, 26)","(8, 26)","(8, 27)","(7, 27)","(7, 28)","(7, 29)","(6, 29)","(5, 29)","(4, 29)","(3, 29)","(2, 29)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(0, 32)",,,,,
